code_anon,timestamp
71,2023-03-04 13:41:11.806
4,2023-03-04 13:41:11.998
148,2023-03-04 13:41:12.193
100,2023-03-04 13:41:12.481
113,2023-03-04 13:41:12.566
11,2023-03-04 13:41:12.462
134,2023-03-04 13:41:12.709
57,2023-03-04 13:41:12.619
8,2023-03-04 13:41:12.691
64,2023-03-04 13:41:12.907
153,2023-03-04 13:41:12.795
173,2023-03-04 13:41:12.825
73,2023-03-04 13:41:13.038
124,2023-03-04 13:41:13.135
98,2023-03-04 13:41:12.956
137,2023-03-04 13:41:13.080
41,2023-03-04 13:41:13.486
5,2023-03-04 13:41:13.311
28,2023-03-04 13:41:13.674
89,2023-03-04 13:41:15.489
26,2023-03-04 13:41:15.882
6,2023-03-04 13:41:15.708
18,2023-03-04 13:41:22.995
99,2023-03-04 13:41:23.632
126,2023-03-04 13:41:24.154
133,2023-03-04 13:41:24.388
23,2023-03-04 13:41:39.835
92,2023-03-04 13:42:04.760
78,2023-03-04 13:42:16.325
43,2023-03-04 13:42:39.219
54,2023-03-04 13:42:57.154
104,2023-03-04 13:42:57.403
127,2023-03-04 13:42:58.047
40,2023-03-04 13:42:58.314
103,2023-03-04 13:42:58.632
116,2023-03-04 13:42:58.932
108,2023-03-04 13:43:05.947
76,2023-03-04 13:44:08.906
107,2023-03-04 13:44:09.165
59,2023-03-04 13:44:09.337
130,2023-03-04 13:44:09.583
70,2023-03-04 13:44:09.831
119,2023-03-04 13:44:10.661
123,2023-03-04 13:44:10.485
160,2023-03-04 13:44:11.023
46,2023-03-04 13:44:11.391
58,2023-03-04 13:44:38.248
60,2023-03-04 13:44:56.490
122,2023-03-04 13:46:17.325
31,2023-03-04 13:47:37.440
115,2023-03-04 13:51:20.922
73,2023-03-04 13:51:21.812
132,2023-03-04 13:51:22.013
21,2023-03-04 13:51:22.273
183,2023-03-04 13:51:22.497
154,2023-03-04 13:51:22.639
50,2023-03-04 13:51:22.657
137,2023-03-04 13:51:22.856
179,2023-03-04 13:51:22.966
72,2023-03-04 13:51:23.101
30,2023-03-04 13:51:23.252
125,2023-03-04 13:51:23.326
100,2023-03-04 13:51:23.511
71,2023-03-04 13:51:23.547
66,2023-03-04 13:51:23.653
44,2023-03-04 13:51:23.589
157,2023-03-04 13:51:23.716
181,2023-03-04 13:51:23.901
57,2023-03-04 13:51:23.863
22,2023-03-04 13:51:23.891
124,2023-03-04 13:51:24.223
187,2023-03-04 13:51:24.249
5,2023-03-04 13:51:24.075
87,2023-03-04 13:51:24.497
174,2023-03-04 13:51:24.593
64,2023-03-04 13:51:24.381
41,2023-03-04 13:51:24.521
121,2023-03-04 13:51:24.739
12,2023-03-04 13:51:24.891
47,2023-03-04 13:51:24.741
98,2023-03-04 13:51:24.953
145,2023-03-04 13:51:24.722
173,2023-03-04 13:51:25.180
42,2023-03-04 13:51:25.300
156,2023-03-04 13:51:25.102
85,2023-03-04 13:51:25.452
144,2023-03-04 13:51:25.378
56,2023-03-04 13:51:25.595
16,2023-03-04 13:51:25.862
4,2023-03-04 13:51:25.685
149,2023-03-04 13:51:25.868
117,2023-03-04 13:51:26.139
135,2023-03-04 13:51:26.167
113,2023-03-04 13:51:26.044
93,2023-03-04 13:51:26.428
28,2023-03-04 13:51:26.257
153,2023-03-04 13:51:26.404
33,2023-03-04 13:51:26.714
0,2023-03-04 13:51:26.558
8,2023-03-04 13:51:26.793
10,2023-03-04 13:51:26.935
165,2023-03-04 13:51:27.402
148,2023-03-04 13:51:27.239
63,2023-03-04 13:51:27.908
32,2023-03-04 13:51:27.669
134,2023-03-04 13:51:28.114
89,2023-03-04 13:51:49.470
6,2023-03-04 13:51:49.679
26,2023-03-04 13:51:50.610
18,2023-03-04 13:52:15.717
133,2023-03-04 13:52:15.960
99,2023-03-04 13:52:16.321
11,2023-03-04 13:52:16.636
126,2023-03-04 13:53:57.188
23,2023-03-04 13:53:58.833
103,2023-03-04 13:54:21.596
40,2023-03-04 13:54:21.946
43,2023-03-04 13:54:22.896
127,2023-03-04 13:54:23.118
54,2023-03-04 13:54:23.493
116,2023-03-04 13:54:25.158
92,2023-03-04 13:54:27.492
104,2023-03-04 13:54:28.853
104,2023-03-04 13:56:03.259
40,2023-03-04 13:56:13.211
123,2023-03-04 13:56:54.529
115,2023-03-04 14:02:01.806
124,2023-03-04 14:02:02.000
57,2023-03-04 14:02:02.818
30,2023-03-04 14:02:03.144
154,2023-03-04 14:02:03.549
100,2023-03-04 14:02:03.354
72,2023-03-04 14:02:04.015
21,2023-03-04 14:02:04.103
117,2023-03-04 14:02:03.800
179,2023-03-04 14:02:04.015
50,2023-03-04 14:02:04.269
125,2023-03-04 14:02:04.222
66,2023-03-04 14:02:04.465
85,2023-03-04 14:02:04.688
87,2023-03-04 14:02:05.093
121,2023-03-04 14:02:04.899
44,2023-03-04 14:02:05.240
32,2023-03-04 14:02:05.436
181,2023-03-04 14:02:05.687
16,2023-03-04 14:02:05.951
157,2023-03-04 14:02:06.124
12,2023-03-04 14:02:07.041
174,2023-03-04 14:02:07.078
149,2023-03-04 14:02:07.360
22,2023-03-04 14:02:07.404
145,2023-03-04 14:02:07.292
5,2023-03-04 14:02:07.747
132,2023-03-04 14:02:07.864
41,2023-03-04 14:02:08.135
187,2023-03-04 14:02:08.950
4,2023-03-04 14:02:09.303
156,2023-03-04 14:02:09.525
56,2023-03-04 14:02:09.776
165,2023-03-04 14:02:09.972
73,2023-03-04 14:02:10.472
173,2023-03-04 14:02:10.672
137,2023-03-04 14:02:10.728
0,2023-03-04 14:02:10.810
183,2023-03-04 14:02:10.995
28,2023-03-04 14:02:11.011
42,2023-03-04 14:02:11.203
98,2023-03-04 14:02:10.997
64,2023-03-04 14:02:11.099
148,2023-03-04 14:02:11.406
71,2023-03-04 14:02:11.457
144,2023-03-04 14:02:11.691
135,2023-03-04 14:02:12.067
47,2023-03-04 14:02:11.950
153,2023-03-04 14:02:12.238
93,2023-03-04 14:02:12.278
113,2023-03-04 14:02:13.498
8,2023-03-04 14:02:13.704
63,2023-03-04 14:02:15.702
134,2023-03-04 14:02:16.459
33,2023-03-04 14:02:17.393
10,2023-03-04 14:02:19.863
89,2023-03-04 14:03:05.749
6,2023-03-04 14:03:05.752
26,2023-03-04 14:03:09.059
18,2023-03-04 14:03:35.969
11,2023-03-04 14:03:37.501
99,2023-03-04 14:03:37.752
89,2023-03-04 14:03:37.718
133,2023-03-04 14:03:38.066
6,2023-03-04 14:03:47.651
26,2023-03-04 14:03:55.692
78,2023-03-04 14:04:31.788
6,2023-03-04 14:05:06.183
99,2023-03-04 14:05:30.475
13,2023-03-04 14:05:42.365
80,2023-03-04 14:06:08.656
126,2023-03-04 14:07:28.596
151,2023-03-04 14:07:39.600
163,2023-03-04 14:08:13.584
168,2023-03-04 14:10:25.730
1,2023-03-04 14:10:42.154
105,2023-03-04 14:11:00.541
109,2023-03-04 14:11:06.237
21,2023-03-04 14:13:13.051
154,2023-03-04 14:13:14.220
64,2023-03-04 14:13:14.012
72,2023-03-04 14:13:14.395
115,2023-03-04 14:13:14.592
30,2023-03-04 14:13:14.804
148,2023-03-04 14:13:14.944
100,2023-03-04 14:13:15.016
32,2023-03-04 14:13:17.397
22,2023-03-04 14:13:17.428
183,2023-03-04 14:13:18.320
125,2023-03-04 14:13:18.371
16,2023-03-04 14:13:18.785
85,2023-03-04 14:13:19.025
132,2023-03-04 14:13:18.881
66,2023-03-04 14:13:18.972
87,2023-03-04 14:13:19.248
181,2023-03-04 14:13:19.303
57,2023-03-04 14:13:19.103
121,2023-03-04 14:13:19.482
5,2023-03-04 14:13:19.531
149,2023-03-04 14:13:19.815
50,2023-03-04 14:13:19.903
179,2023-03-04 14:13:20.071
44,2023-03-04 14:13:20.237
157,2023-03-04 14:13:20.437
137,2023-03-04 14:13:20.940
174,2023-03-04 14:13:21.475
145,2023-03-04 14:13:21.525
0,2023-03-04 14:13:21.861
56,2023-03-04 14:13:22.083
47,2023-03-04 14:13:22.195
187,2023-03-04 14:13:22.242
71,2023-03-04 14:13:22.382
41,2023-03-04 14:13:22.514
73,2023-03-04 14:13:22.807
124,2023-03-04 14:13:22.762
93,2023-03-04 14:13:23.018
117,2023-03-04 14:13:23.374
12,2023-03-04 14:13:23.208
165,2023-03-04 14:13:23.325
42,2023-03-04 14:13:23.626
173,2023-03-04 14:13:23.711
135,2023-03-04 14:13:24.030
28,2023-03-04 14:13:25.196
98,2023-03-04 14:13:25.145
4,2023-03-04 14:13:25.463
113,2023-03-04 14:13:25.775
33,2023-03-04 14:13:25.978
63,2023-03-04 14:13:27.235
144,2023-03-04 14:13:27.799
153,2023-03-04 14:13:27.784
156,2023-03-04 14:13:27.868
8,2023-03-04 14:13:28.026
134,2023-03-04 14:13:28.994
18,2023-03-04 14:14:44.120
10,2023-03-04 14:15:25.078
99,2023-03-04 14:15:39.211
35,2023-03-04 14:15:41.879
62,2023-03-04 14:16:25.777
122,2023-03-04 14:16:25.754
104,2023-03-04 14:16:42.003
185,2023-03-04 14:16:44.549
53,2023-03-04 14:16:44.537
186,2023-03-04 14:16:44.830
29,2023-03-04 14:17:38.414
54,2023-03-04 14:18:02.894
49,2023-03-04 14:18:07.845
37,2023-03-04 14:18:33.239
82,2023-03-04 14:20:37.460
111,2023-03-04 14:21:15.274
182,2023-03-04 14:21:15.254
15,2023-03-04 14:21:15.679
88,2023-03-04 14:21:28.237
188,2023-03-04 14:21:37.107
168,2023-03-04 14:23:01.164
115,2023-03-04 14:23:53.499
64,2023-03-04 14:23:53.716
32,2023-03-04 14:23:54.600
30,2023-03-04 14:23:54.644
100,2023-03-04 14:23:54.585
50,2023-03-04 14:23:54.814
66,2023-03-04 14:23:54.767
125,2023-03-04 14:23:55.017
72,2023-03-04 14:23:55.222
5,2023-03-04 14:23:55.442
56,2023-03-04 14:23:55.691
21,2023-03-04 14:23:56.187
44,2023-03-04 14:23:55.991
137,2023-03-04 14:23:56.316
157,2023-03-04 14:23:56.551
57,2023-03-04 14:23:56.746
87,2023-03-04 14:23:56.958
117,2023-03-04 14:23:57.067
22,2023-03-04 14:23:57.121
187,2023-03-04 14:23:57.426
179,2023-03-04 14:23:57.318
135,2023-03-04 14:23:57.609
41,2023-03-04 14:23:57.605
124,2023-03-04 14:23:57.862
0,2023-03-04 14:23:57.995
121,2023-03-04 14:23:58.083
183,2023-03-04 14:23:58.410
156,2023-03-04 14:23:58.234
132,2023-03-04 14:23:58.627
73,2023-03-04 14:24:00.443
149,2023-03-04 14:24:00.384
8,2023-03-04 14:24:00.641
12,2023-03-04 14:24:01.370
16,2023-03-04 14:24:01.496
98,2023-03-04 14:24:01.383
154,2023-03-04 14:24:01.834
181,2023-03-04 14:24:01.713
174,2023-03-04 14:24:02.008
144,2023-03-04 14:24:01.840
71,2023-03-04 14:24:02.218
148,2023-03-04 14:24:01.992
93,2023-03-04 14:24:02.233
47,2023-03-04 14:24:02.086
145,2023-03-04 14:24:02.227
4,2023-03-04 14:24:02.460
165,2023-03-04 14:24:02.409
173,2023-03-04 14:24:02.599
42,2023-03-04 14:24:02.617
85,2023-03-04 14:24:02.867
28,2023-03-04 14:24:03.116
153,2023-03-04 14:24:03.456
33,2023-03-04 14:24:04.353
63,2023-03-04 14:24:04.595
113,2023-03-04 14:24:06.355
134,2023-03-04 14:26:09.955
150,2023-03-04 14:26:22.870
114,2023-03-04 14:26:24.599
171,2023-03-04 14:26:47.531
120,2023-03-04 14:26:47.517
136,2023-03-04 14:26:47.750
69,2023-03-04 14:26:48.156
138,2023-03-04 14:26:49.037
141,2023-03-04 14:26:49.197
162,2023-03-04 14:26:49.800
84,2023-03-04 14:26:51.498
159,2023-03-04 14:26:57.599
52,2023-03-04 14:27:01.724
25,2023-03-04 14:27:06.128
34,2023-03-04 14:27:06.214
177,2023-03-04 14:27:09.506
131,2023-03-04 14:27:09.656
77,2023-03-04 14:27:14.091
38,2023-03-04 14:27:18.144
68,2023-03-04 14:27:20.126
103,2023-03-04 14:28:34.635
34,2023-03-04 14:28:49.280
25,2023-03-04 14:28:49.325
140,2023-03-04 14:28:52.539
97,2023-03-04 14:28:52.564
9,2023-03-04 14:28:52.926
177,2023-03-04 14:29:20.645
167,2023-03-04 14:29:24.944
35,2023-03-04 14:29:33.965
80,2023-03-04 14:29:41.355
80,2023-03-04 14:31:02.201
35,2023-03-04 14:31:06.178
52,2023-03-04 14:31:19.134
29,2023-03-04 14:31:36.181
95,2023-03-04 14:31:36.458
88,2023-03-04 14:31:40.793
78,2023-03-04 14:32:08.127
80,2023-03-04 14:32:43.951
86,2023-03-04 14:32:50.093
20,2023-03-04 14:32:50.872
52,2023-03-04 14:33:07.955
97,2023-03-04 14:33:09.893
80,2023-03-04 14:33:47.977
117,2023-03-04 14:34:39.958
30,2023-03-04 14:34:47.806
154,2023-03-04 14:34:47.997
115,2023-03-04 14:34:48.075
0,2023-03-04 14:34:48.173
179,2023-03-04 14:34:48.197
137,2023-03-04 14:34:48.594
100,2023-03-04 14:34:48.761
22,2023-03-04 14:34:49.109
125,2023-03-04 14:34:48.952
148,2023-03-04 14:34:49.307
42,2023-03-04 14:34:49.537
124,2023-03-04 14:34:49.693
44,2023-03-04 14:34:49.525
72,2023-03-04 14:34:49.782
21,2023-03-04 14:34:49.930
56,2023-03-04 14:34:50.197
66,2023-03-04 14:34:50.017
135,2023-03-04 14:34:50.271
50,2023-03-04 14:34:50.119
87,2023-03-04 14:34:50.463
57,2023-03-04 14:34:50.603
16,2023-03-04 14:34:50.889
157,2023-03-04 14:34:51.119
187,2023-03-04 14:34:51.436
149,2023-03-04 14:34:51.440
183,2023-03-04 14:34:51.625
5,2023-03-04 14:34:51.887
174,2023-03-04 14:34:52.388
32,2023-03-04 14:34:52.579
85,2023-03-04 14:34:52.833
64,2023-03-04 14:34:52.979
73,2023-03-04 14:34:53.000
93,2023-03-04 14:34:53.482
121,2023-03-04 14:34:53.329
132,2023-03-04 14:34:54.229
41,2023-03-04 14:34:54.416
4,2023-03-04 14:34:54.601
98,2023-03-04 14:34:55.103
71,2023-03-04 14:34:55.259
145,2023-03-04 14:34:55.450
47,2023-03-04 14:34:55.677
173,2023-03-04 14:34:55.774
8,2023-03-04 14:34:56.019
165,2023-03-04 14:34:59.117
63,2023-03-04 14:34:59.628
144,2023-03-04 14:34:59.984
28,2023-03-04 14:35:00.632
33,2023-03-04 14:35:00.509
153,2023-03-04 14:35:00.966
156,2023-03-04 14:35:01.183
12,2023-03-04 14:35:01.806
181,2023-03-04 14:35:02.076
113,2023-03-04 14:35:04.734
35,2023-03-04 14:35:35.211
25,2023-03-04 14:35:40.197
34,2023-03-04 14:35:40.302
67,2023-03-04 14:36:02.891
177,2023-03-04 14:36:35.363
90,2023-03-04 14:36:42.961
9,2023-03-04 14:36:43.604
106,2023-03-04 14:36:43.637
86,2023-03-04 14:36:46.245
122,2023-03-04 14:36:49.473
65,2023-03-04 14:36:50.873
180,2023-03-04 14:36:53.479
83,2023-03-04 14:36:56.109
29,2023-03-04 14:37:04.512
177,2023-03-04 14:37:07.425
82,2023-03-04 14:37:13.504
2,2023-03-04 14:37:32.401
84,2023-03-04 14:37:32.740
29,2023-03-04 14:37:42.382
